FIELD,ID,RA_x,DEC_x,Z_50,id3DHST,ir_SFR-ladder_total,ir_SFR-ladder_total_Av,synth_Av,ir_A_V,gf_n_j,gf_dn_j,gf_f_j,gf_re_j,gf_dre_j,td_Av,ACS_F435W_FLUX,ACS_F775W_FLUX,restalt_restUjohnson,restalt_restVjohnson,td_flag1,td_z_best,td_z_spec,td_z_best_s,td_z_peak_phot,td_lmass,td_sfr,td_sfr_IR,td_sfr_UV,ir_z_ir,ir_SFR-UV_corr,ir_SFR-UV_corr_Error,ir_SFR-IR,ir_UV_beta,ir_beta_obs,ir_beta_obs_err,DL,restUjohnson,restVjohnson
GS3,37801,53.1355085520009,-27.73471757900055,0.1372190164269744,37801,0.0105672,0.01285,,0.287,0.953,0.133834,0,0.355452,0.0184205,0.0,0.25844,0.614512,,,-1,0.0777,-1.0,3,0.0777,6.69,0.002047,0.00051404,0.0015329,0.16,0.0105672,0.00158273,-0.054728,-1.7644,-1.7644,0.0,654.4097994741824,-13.592986,-14.625642
GS3,38512,53.18192946799999,-27.73137423799999,0.239242390451111,38512,0.000282444,3.256,,1.274,7.1308,3.26937,1,0.079296,0.0151938,0.0,0.136801,0.365043,,,-1,0.2496,-1.0,3,0.2496,7.86,0.048603,0.024175,0.024428,0.07,0.000282444,0.000339142,-0.00812888,5.3313,5.3313,0.0,1213.4507038401434,-10.508175,-11.816246
GS3,38628,53.16544400599293,-27.73013419900349,0.04870237257639289,38628,0.0042782,0.00426,,0.125,1.1748,0.264319,0,0.19017,0.0120467,0.0,0.163033,0.306777,,,-1,0.0703,-1.0,3,0.0703,6.19,-99.0,-99.0,0.00093447,0.15,0.0042782,0.000171413,-0.0468719,-2.0877,-2.0877,0.0,218.54634223611725,-12.920126,-13.733489
GS3,38658,53.15236539699999,-27.730459363,0.01153298199065688,38658,0.0235425,143.3,,1.274,0.2,0.00784048,2,0.043062,0.00044773,0.2,0.33818,2.60634,,,0,-1.0,-1.0,0,0.0937,8.31,-99.0,-99.0,-99.0,0.3557,0.0235425,0.0280563,-0.414682,4.8552,8.9502,0.0,50.32721272994582,26.715863,23.98423
GS3,38727,53.177301217,-27.730087614,0.1908128143263283,38727,0.0396817,0.05142,,0.352,1.0206,0.0557097,0,0.503904,0.0102188,0.1,0.438501,1.26476,,,0,0.24857,-1.0,2,0.2042,8.02,0.068079,0.021714,0.046366,0.2,0.0396817,0.0060676,-0.094367,-1.6345,-1.6345,0.0,940.9152774645243,-14.910141,-15.893501
GS3,38848,53.17122419799998,-27.729202293,0.1066033399528719,38848,0.0,0.02888,,0.0,0.4452,0.0225878,0,0.68559,0.00748698,0.1,0.688996,1.68013,,,0,0.0756,-1.0,3,0.0756,7.17,0.0080009,0.0040308,0.0039702,0.13,0.0,0.0,0.0,-1.3735,-1.3735,0.0,498.2282966982068,-14.136987,-15.160462
GS3,38861,53.142513058,-27.72881650600001,0.1128539811337564,38861,0.0327861,0.05278,,0.486,0.592,0.143458,1,0.303384,0.0182471,0.2,0.262607,0.468338,,,-1,0.1156,-1.0,3,0.1156,6.5,0.0092441,0.0036143,0.0056298,0.19,0.0327861,0.00458294,-0.0831503,-1.3277,-1.3277,0.0,529.6597364260094,-14.142447,-14.767873
GS3,39564,53.17732428600002,-27.72556110799999,0.2528897508817713,39564,0.000437621,0.06031,,1.274,0.4053,0.0262474,2,0.018,0.000427261,0.0,0.0960336,0.602453,,,-1,-1.0,-1.0,0,0.0431,6.77,-99.0,-99.0,-99.0,0.11,0.000437621,0.00027923,-0.0225978,2.1956,3.2949,0.0,1292.4854775189917,-11.40354,-13.443428
GS3,39972,53.188608791,-27.72393118199999,0.247183342128615,39972,0.00889087,0.04278,,0.772,0.6903,0.0682868,1,0.461436,0.0116842,0.0,0.260339,0.931394,,,0,0.28082,-1.0,2,0.2486,7.99,0.058078,0.027559,0.030519,0.17,0.00889087,0.00179725,-0.0633679,-0.4144,-0.4144,0.0,1259.3215517931021,-13.849735,-15.116033
GS3,40131,53.17073665500001,-27.72192978499999,0.2393648093093297,40131,0.0102775,0.01035,,0.158,3.4956,0.15648,1,0.945852,0.0332668,1.4,1.17715,3.22215,,,0,0.0355,-1.0,3,0.0355,6.34,0.004018,0.00022223,0.0037957,0.1,0.0102775,9.38987e-05,-0.0181454,-2.0154,-2.0154,0.0,1214.155373115749,-13.857856,-15.01744
GS3,40188,53.178022096,-27.72296415500001,0.2093092656089916,40188,0.00316208,0.003951,,0.331,0.6769,0.112382,0,0.432852,0.0223734,0.0,0.167093,0.478178,,,-1,0.1518,-1.0,3,0.1518,7.42,0.008957,0.0026557,0.0063012,0.11,0.00316208,0.000414409,-0.0225978,-1.6775,-1.6775,0.0,1043.517651198851,-12.397073,-13.391714
GS3,41882,53.17334823800001,-27.71496352199999,0.2372331423645062,41882,0.523059,0.523059,,0.798,0.7601,0.0096436,0,0.485526,0.00197534,0.3,2.4092,8.27127,,,0,0.2501,0.2501,1,0.2448,8.98,0.40662,0.11807,0.28855,0.25,0.589051,0.0783461,0.284671,-0.3389,-0.3389,0.0,1201.8961916247194,-17.47764,-18.478981
GS3,41897,53.172326186,-27.71516901,0.1557599203364509,41897,0.000592181,43.03,,1.274,1.1943,0.0644918,0,0.457326,0.0108271,0.0,0.521188,1.86716,,,0,0.15027,-1.0,2,0.1505,7.77,0.0099796,0.0023189,0.0076606,0.07,0.000592181,0.00067997,-0.00812888,6.7263,6.7263,0.0,751.6750007087203,-12.217546,-13.874317
GS3,42866,53.150015889,-27.70866107599999,0.008687209091567203,42866,0.989152,6019.0,,1.274,0.2,0.000654765,2,0.035658,3.52949e-05,0.2,4.86259,70.6872,,,1,-1.0,-1.0,0,0.2824,10.86,-99.0,-99.0,-99.0,0.4,0.989152,1.1788,-0.571347,4.8552,8.9502,0.0,37.82557270616356,-19.909712,-22.073453
GS4,17713,53.12535519562859,-27.82998218555268,0.1985206672779233,17713,0.0401943,0.04543,,0.21,0.9233,0.0797462,0,0.433116,0.0131348,0.0,0.592723,1.34523,,,0,0.24608,-1.0,2,0.2327,7.95,-99.0,-99.0,0.058974,0.21,0.0401943,0.00489415,-0.106516,-1.9119,-1.9119,0.0,983.4451032523338,-15.391201,-16.19759
GS4,18761,53.14989774586259,-27.82389668194698,0.256136065183405,18761,0.422354,1.291,,0.665,0.7099,0.0102517,0,0.36588,0.00167388,0.1,2.06727,5.32544,,,0,0.238,-1.0,2,0.2447,8.6,0.24307,0.019618,0.22345,0.23,0.422354,0.0607715,-0.133758,-0.7613,-0.7613,0.0,1311.426550003108,-17.075688,-17.880818
GS4,19019,53.13836494298956,-27.82245231002167,0.141524239633242,19019,0.0814418,0.7225,,1.012,2.0261,0.0323755,0,0.292776,0.00232497,0.1,1.2391,5.30602,,,0,0.1474,-1.0,2,0.14,8.45,0.02125,0.0037017,0.017549,0.2,0.0814418,0.0145932,-0.094367,0.1878,1.446,0.0,676.8169629235784,-16.116683,-17.449072
GS4,19146,53.14383472824792,-27.8134671600244,0.2119230808547358,19146,6.20716,6.20716,,1.329,1.1967,0.00276566,0,1.55943,0.00206477,0.4,26.0192,126.488,,,0,0.2077,-1.0,3,0.2077,10.38,1.6016,1.0122,0.58944,0.21,9.30755,0.849359,4.66265,0.0005,0.0763,0.0,1058.1664895513516,-19.60755,-20.984049
GS4,19745,53.19992213299768,-27.81546262299473,0.2325188993696834,19745,1.2772,1.2772,,0.529,5.4768,0.0507864,0,0.161016,0.000772136,0.4,6.39629,19.8736,,,0,0.2329,0.2329,1,0.239,9.29,1.4837,0.79534,0.68832,0.23,1.02895,0.111898,0.807844,-1.2078,-1.2078,0.0,1174.868912051943,-18.317813,-19.252314
GS4,19777,53.12394256998032,-27.81972552301835,0.1700222046783701,19777,0.0354159,0.04749,,0.374,1.2944,0.2736,1,0.441168,0.0417977,0.1,0.13647,0.395237,,,-1,0.1571,-1.0,3,0.1571,7.19,0.012974,0.0086505,0.004323,0.31,0.0354159,0.00589818,-0.287809,-1.5895,-1.5895,0.0,827.8384527030729,-14.892578,-15.774669
GS4,20401,53.19222163699938,-27.81640305699441,0.1569386092417322,20401,0.000436268,2.305,,1.274,1.154,0.301492,0,0.45621,0.0530725,0.0,0.0906606,0.409405,,,-1,0.151,-1.0,3,0.151,7.2,-99.0,-99.0,0.0014781,0.09,0.000436268,0.000474642,-0.0142719,4.7798,4.7798,0.0,757.9254723269235,-10.322013,-12.578575
GS4,20566,53.14509124038911,-27.81539411886878,0.2035596557353903,20566,0.0383873,0.04788,,0.338,1.0262,0.146869,0,0.360552,0.0193824,0.6,0.273741,0.676141,,,-1,0.2134,-1.0,3,0.2134,7.33,-99.0,-99.0,0.02081,0.25,0.0383873,0.00449482,-0.165181,-1.663,-1.663,0.0,1011.4243613020224,-15.017689,-15.80772
GS4,20623,53.15782802535228,-27.81475178251794,0.2837762265503452,20623,53.599,103.6,,0.551,3.2794,0.160204,0,0.507954,0.0189798,0.9,0.678306,1.38291,,,0,0.2443,-1.0,3,0.2443,7.71,0.092574,0.023278,0.069296,2.57,53.599,7.03246,-66.215,-1.142,-1.2411,0.0348,1474.8529576010976,-22.068922,-22.305793
GS4,20637,53.17315201400142,-27.81333571799794,0.1478990357944035,20637,0.000657687,2.017,,1.274,1.3728,0.033678,0,0.513582,0.00667624,0.0,0.760359,3.14566,,,0,0.14568,-1.0,2,0.143,8.17,-99.0,-99.0,0.012236,0.07,0.000657687,0.000589263,-0.00812888,4.4321,4.4321,0.0,710.1937880043092,-12.515597,-14.289142
GS4,20818,53.20293934499754,-27.8144156299958,0.1981683441526102,20818,0.0144077,0.01814,,0.334,1.1516,0.14105,0,0.209328,0.00769916,0.1,0.188576,0.609287,,,-1,0.2068,-1.0,3,0.2068,7.54,-99.0,-99.0,0.008278,0.21,0.0144077,0.0019935,-0.106516,-1.6712,-1.6712,0.0,981.4939849672212,-14.08038,-15.144655
GS4,21260,53.153119714,-27.812084315,0.2054905893121175,21260,0.158663,0.2554,,0.486,0.5492,0.0327522,0,0.325134,0.00446534,0.0,1.05439,1.70886,,,0,0.2128,0.2128,1,0.2202,7.46,0.11149,0.011607,0.099885,0.21,0.158663,0.0221784,-0.106516,-1.3277,-1.3277,0.0,1022.1825379237563,-16.078262,-16.4859
GS4,21327,53.19671879499982,-27.81075122099958,0.1015239405479868,21327,296.383,623.0,,0.573,3.5255,0.0677862,0,0.019872,0.000143374,0.0,1.24365,7.1853,,,0,-1.0,-1.0,0,0.01,6.79,-99.0,-99.0,-99.0,2.8563,296.383,41.9847,-126.12,-1.0728,-0.092,0.0238,472.8608094645945,-11.977368,-14.477404
GS4,21890,53.174772666,-27.799323122,0.1503455379765732,21890,0.525914,0.525914,,0.453,1.5985,0.0132563,1,1.99358,0.00986389,0.7,12.889,29.9389,,,0,0.1514,0.1514,1,0.1495,8.68,0.45175,0.049764,0.40199,0.15,0.604731,0.098164,0.216522,-1.4106,-1.4106,0.0,723.0655927905968,-17.804596,-18.724373
GS4,21946,53.13102735300115,-27.80842367900077,0.2561877861759279,21946,0.13453,0.2071,,0.468,2.0671,0.0811718,0,0.196932,0.00347804,0.0,0.38878,1.68331,,,0,0.26998,-1.0,2,0.2715,8.44,0.089001,0.032446,0.056556,0.32,0.13453,0.0180653,-0.31283,-1.3735,-1.3735,0.0,1311.728758866735,-15.712289,-16.866106
GS4,22082,53.18347340899999,-27.80676422800001,0.05712712813237598,22082,1.11042,2.372,,0.576,0.2,0.000758987,2,0.036024,3.92384e-05,0.0,50.6628,72.5281,,,0,-1.0,0.0,0,0.0615,6.72,-99.0,-99.0,-99.0,0.0901,1.11042,0.168462,-0.0143106,-1.0644,-1.0644,0.0,257.9270133691245,20.172664,19.482886
GS4,22252,53.16220584299845,-27.80544693500151,0.2793916002791932,22252,0.215295,0.3271,,0.453,1.2126,0.012962,0,0.69393,0.00382323,0.0,0.736411,2.42913,,,0,0.27826,-1.0,2,0.2821,8.51,-99.0,-99.0,0.10639,0.29,0.215295,0.0349482,-0.241874,-1.4106,-1.4106,0.0,1448.6734187890931,-16.58736,-17.500324
GS4,22600,53.19330134300001,-27.80557966300002,0.2698318708604558,22600,615.429,654.8,,0.192,0.5739,0.00688741,0,0.025512,0.00010498,2.1,0.409736,8.19954,,,0,-1.0,0.0,0,0.5923,7.09,-99.0,-99.0,-99.0,4.4321,615.429,30.6794,-0.0,-1.9461,-0.6463,0.0151,1391.9258918102237,26.35356,23.624115
GS4,23108,53.18603599600002,-27.80216005499999,0.2272594239966357,23108,23.9126,33.63,,0.471,0.2,0.0239284,2,0.291072,0.00853526,0.2,0.292665,0.656505,,,-1,0.216,-1.0,3,0.216,7.41,0.03174,0.015312,0.016427,2.81,23.9126,1.82341,-116.029,-1.4366,-1.7055,0.0511,1144.853355743786,-21.227825,-21.377774
GS4,23322,53.17680226699999,-27.79965274599999,0.2506994053734516,23322,1.43282,1.43282,,1.274,0.2,0.00040278,2,0.042876,2.81127e-05,2.8,3.34753,81.2347,,,0,-1.0,0.0,0,0.5958,8.28,-99.0,-99.0,-99.0,0.4659,1.33732,1.63853,0.783709,5.1697,8.4081,0.0,1279.7360733655717,24.123567,21.488646
GS4,23394,53.189082778,-27.800987006,0.1883496677700789,23394,0.0143421,0.02771,,0.543,3.306,0.576363,0,0.251616,0.0265291,0.1,0.139318,0.384672,,,-1,0.1763,-1.0,3,0.1763,7.1,0.016501,0.011268,0.0052333,0.21,0.0143421,0.00245352,-0.106516,-1.1656,-1.1656,0.0,927.393164013173,-13.84477,-14.820666
GS4,23425,53.19650318799999,-27.80049741299999,0.1971015352683793,23425,0.0129313,0.02353,,0.532,0.9059,0.186988,0,0.281988,0.0180124,0.2,0.0967948,0.289104,,,-1,0.24,-1.0,3,0.24,7.36,0.011125,0.0023897,0.0087355,0.24,0.0129313,0.00175405,-0.148928,-1.2008,-1.2008,0.0,975.5902752809283,-13.808731,-14.769878
GS4,23905,53.17328555399998,-27.79923568699998,0.1534444318638162,23905,0.00925509,0.04454,,0.772,1.4437,0.0900793,0,0.317814,0.00951385,0.1,0.402193,1.27801,,,0,0.1514,0.1514,1,0.1594,7.62,0.01646,0.0056606,0.010799,0.15,0.00925509,0.00187087,-0.0468719,-0.4144,-0.4144,0.0,739.4194033994463,-13.996171,-15.22637
GS4,24491,53.15178043698857,-27.79738718306406,0.01169850368233024,24491,0.0335888,0.0475,,0.459,0.7903,0.0052908,0,0.555024,0.00120319,0.2,1.25257,3.69843,,,0,0.12693,-1.0,2,0.1275,7.99,0.026575,0.0060692,0.020506,0.15,0.0335888,0.00126144,-0.0468719,-1.3974,-1.3974,0.0,51.056032756302784,-14.760539,-15.980251
GS4,24915,53.20528789899999,-27.79578458500001,0.0136553573148887,24915,0.0217372,0.03006,,0.409,0.6982,0.0262438,0,1.28149,0.0197001,0.1,1.62866,3.49396,,,0,0.12468,-1.0,2,0.0906,7.75,-99.0,-99.0,0.025001,0.1,0.0217372,0.0030118,-0.0181454,-1.514,-1.514,0.0,59.686314898412455,-14.442613,-15.47216
GS4,25632,53.15463536626137,-27.79323794081716,0.2326235439075441,25632,0.36604,0.6017,,0.495,0.5461,0.00485209,0,0.53337,0.00120213,0.0,1.65069,3.35491,,,0,0.23924,-1.0,2,0.2445,8.26,0.20147,0.025339,0.17613,0.24,0.36604,0.0497225,-0.148928,-1.3026,-1.3026,0.0,1175.4675881792,-16.815055,-17.418765
GS4,25934,53.18656355307373,-27.79023332502855,0.1269585316467,25934,0.0150246,0.02015,,0.374,1.6633,0.114843,1,0.448194,0.0171014,0.3,0.852025,1.64007,,,0,0.12581,-1.0,2,0.1217,7.18,-99.0,-99.0,0.020723,0.11,0.0150246,0.0025022,-0.0225978,-1.5895,-1.5895,0.0,601.4462800050617,-14.103226,-15.046979
GS4,25995,53.20545033099982,-27.79062415200023,0.01317168263952588,25995,0.0736994,0.08066,,0.192,0.6045,0.0142771,0,0.729432,0.00494972,0.5,3.53981,5.98056,,,0,0.12187,-1.0,2,0.1091,7.68,0.059452,0.002712,0.05674,0.12,0.0736994,0.00677145,-0.0276628,-1.9463,-1.9463,0.0,57.55078416348325,-15.882529,-16.572297
GS4,26559,53.14984075026587,-27.78744274151697,0.2443045496376177,26559,0.00022344,0.6854,,1.274,1.5049,0.0699264,2,0.02163,0.000368499,0.0,0.0388501,0.299684,,,-1,0.0409,-1.0,3,0.0409,6.61,-99.0,-99.0,9.4826e-06,0.13,0.00022344,0.000200194,-0.0333741,4.4321,4.4321,0.0,1242.6545072976028,-10.865472,-13.052789
GS4,26639,53.14211591688386,-27.78669472504702,0.2287977853651849,26639,0.794862,0.794862,,0.632,0.5596,0.000943332,0,0.570426,0.000320546,1.2,5.17798,18.6096,,,0,0.227,0.227,1,0.2266,9.02,0.73225,0.34921,0.38305,0.23,0.737004,0.0880822,0.476833,-0.8741,-0.8741,0.0,1153.617639262408,-18.04136,-19.118787
GS4,26646,53.18153215101032,-27.78797073500447,0.1998051779170048,26646,0.167533,0.2697,,0.486,0.5151,0.0145457,0,0.349662,0.00218237,0.1,1.0505,1.69089,,,0,0.2122,0.2122,1,0.2106,7.48,-99.0,-99.0,0.10211,0.21,0.167533,0.0234183,-0.106516,-1.3277,-1.3277,0.0,990.5642877823304,-16.047064,-16.475255
GS4,26696,53.19564104531577,-27.78777124362778,0.2263884209328076,26696,0.458644,0.458644,,0.247,8.0,0.261201,2,1.02181,0.028639,0.0,3.40474,4.68754,,,0,0.227,0.227,1,0.2202,7.86,0.55296,0.12063,0.43233,0.23,0.493944,0.0373739,0.126946,-1.8391,-1.8391,0.0,1139.8966525748065,-17.49971,-17.732477
GS4,26881,53.18077776300719,-27.7862553600029,0.155956230648385,26881,0.00877614,0.008715,,0.0,0.5647,0.0238367,0,0.119856,0.00124624,0.1,0.417791,0.574998,,,-1,0.0716,-1.0,3,0.0716,6.13,0.0044701,0.001031,0.0034391,0.12,0.00877614,9.06078e-05,-0.0276628,-2.2259,-2.2259,0.0,752.7154623051503,-13.456512,-13.966217
GS4,27267,53.19842690104299,-27.78486999945105,0.2690430015542928,27267,0.027998,60.44,,1.274,0.3442,0.0179924,0,0.032838,0.000542324,0.0,0.0698758,0.849684,,,0,-1.0,-1.0,0,0.2173,8.62,-99.0,-99.0,-99.0,0.44,0.027998,0.030506,-0.743893,4.1086,7.3104,0.0,1387.2634919695563,-15.613214,-17.49651
GS4,27438,53.19392920055293,-27.78579541612264,0.1139344822334479,27438,0.144614,0.3127,,0.576,0.8853,0.0074704,0,1.57721,0.00718915,0.5,5.08476,16.5612,,,0,0.128,0.128,1,0.1184,8.75,0.076327,0.002211,0.074116,0.13,0.144614,0.0241176,-0.0333741,-1.062,-1.062,0.0,535.1169393113698,-16.295958,-17.583836
GS4,27473,53.12233676099999,-27.784166645,0.1655476841821539,27473,0.0357346,0.04892,,0.389,0.9399,0.158411,0,0.17748,0.00705486,0.0,0.15824,0.425151,,,-1,0.1607,-1.0,3,0.1607,7.23,0.0081626,0.002531,0.0056316,0.31,0.0357346,0.00602158,-0.287809,-1.5579,-1.5579,0.0,803.8191774522245,-14.934097,-15.834882
GS4,27535,53.17032351500001,-27.78526213799999,0.2765414173313187,27535,0.173189,0.3047,,0.526,0.9573,0.0212878,0,0.246612,0.00164711,0.0,0.451604,1.04433,,,0,0.27443,-1.0,2,0.2787,7.94,-99.0,-99.0,0.077279,0.31,0.173189,0.0192415,-0.287809,-1.218,-1.218,0.0,1431.7067784064377,-18.329894,-18.80492
GS4,27549,53.14471326884141,-27.78544132748693,0.2466535626540622,27549,0.830548,0.830548,,0.276,0.8838,0.00590889,0,0.357846,0.000835027,0.2,1.91872,3.68439,,,0,0.24545,-1.0,2,0.2572,7.96,0.6115,0.34057,0.27093,0.27,0.413798,0.038054,0.563762,-1.785,-1.785,0.0,1256.2511310719,-17.124793,-17.651228
GS4,27624,53.123760515,-27.78341839200001,0.1911961189033761,27624,0.0454239,0.04922,,0.19,1.1832,0.125422,0,0.09465,0.00274995,0.0,0.252436,0.70562,,,-1,0.1947,-1.0,3,0.1947,7.62,-99.0,-99.0,0.015337,0.29,0.0454239,0.00356937,-0.241874,-1.9494,-1.9494,0.0,943.0225395066511,-15.406949,-16.231851
GS4,27629,53.15050986562146,-27.78386752930287,0.2300168033056322,27629,0.0337565,0.03918,,0.266,1.4832,0.050203,0,0.16107,0.00175028,0.0,0.205314,0.611598,,,-1,0.211,-1.0,3,0.211,7.64,-99.0,-99.0,0.014624,0.26,0.0337565,0.00342252,-0.182565,-1.803,-1.803,0.0,1160.5714289142284,-14.887073,-15.774182
GS4,27660,53.13061372999999,-27.785135947,0.1081796075625966,27660,0.0133264,0.1249,,1.04,1.2437,0.0792436,0,1.09249,0.039325,0.1,1.24331,2.61295,,,0,0.0741,-1.0,3,0.0741,7.08,0.0057013,0.00041009,0.0052912,0.09,0.0133264,0.00234362,-0.0142719,0.249,0.819,0.0,506.1323146917986,-13.558205,-14.780056
GS4,29169,53.16792740997968,-27.7780665760014,0.2035365728046612,29169,0.0538322,0.104,,0.543,0.7633,0.0161211,0,0.38187,0.00253346,0.0,0.40821,1.15997,,,0,0.2467,-1.0,2,0.245,7.95,0.046883,0.001106,0.045777,0.23,0.0538322,0.00920914,-0.133758,-1.1656,-1.1656,0.0,1011.2958772863908,-15.330123,-16.232726
GS4,29861,53.16195966200001,-27.773905269,0.2720688083300505,29861,0.362229,0.4331,,0.296,1.1702,0.00992508,0,0.533622,0.00213557,0.1,1.50416,3.50962,,,0,0.27698,-1.0,2,0.2714,8.42,0.24978,0.021468,0.22831,0.28,0.362229,0.0402319,-0.220867,-1.7452,-1.7452,0.0,1405.1636793851928,-17.201907,-17.875834
GS4,30034,53.150598598,-27.771645555,0.01144639395042308,30034,0.556744,0.8944,,0.477,1.0352,0.00411454,0,1.00939,0.00211167,0.0,4.31295,10.8842,,,0,0.218,0.218,1,0.2119,8.88,0.2646,0.032587,0.23201,0.22,0.556744,0.0941507,-0.119634,-1.3506,-1.3506,0.0,49.94602417581479,-17.647638,-18.508775
GS4,30082,53.13972610300002,-27.77315210200002,0.2823547034761341,30082,0.51103,0.51103,,0.635,0.8599,0.00636652,0,0.429516,0.00111209,0.6,2.52578,11.1714,,,0,0.276,0.276,1,0.2923,9.36,0.44338,0.1943,0.24908,0.28,0.634116,0.0697164,0.239346,-0.8667,-0.8667,0.0,1466.3549726205456,-17.842122,-19.01631
GS4,30277,53.18780841023415,-27.7726191589563,0.1341080628887277,30277,0.044945,0.044945,,0.539,1.4315,0.0362011,0,0.33345,0.00407872,0.1,1.34137,3.44521,,,0,0.1315,0.1315,1,0.1381,7.85,0.049567,0.015217,0.034351,0.13,0.0509448,0.00668173,0.021553,-1.1793,-1.1793,0.0,638.2859245721795,-14.953852,-15.992171
GS4,30490,53.18572981712438,-27.77222647397297,0.1924834799342278,30490,0.0337782,22.53,,1.274,0.2,0.00631963,2,0.042522,0.000368459,0.1,0.193762,1.82601,,,0,-1.0,-1.0,0,0.1143,8.28,-99.0,-99.0,-99.0,0.37,0.0337782,0.0314229,-0.46114,3.2776,7.6446,0.0,950.1058768797479,-15.987157,-17.80113
GS4,30658,53.147227082,-27.77146670899998,0.2771097000927815,30658,0.000255458,0.02903,,1.274,5.5785,0.197741,2,0.018,0.000290179,0.0,0.0528106,0.451494,,,-1,0.0369,-1.0,3,0.0369,6.81,0.0002086,0.00018873,1.9866e-05,0.12,0.000255458,0.000152421,-0.0276628,2.0663,3.1177,0.0,1435.0864435203976,-18.054261,-18.916577
GS4,30725,53.15052310213314,-27.77120553301026,0.2242729774667565,30725,0.0479119,0.04606,,0.112,0.5995,0.0163619,0,0.240666,0.00134696,0.1,0.631398,0.879482,,,0,0.21531,-1.0,2,0.2202,7.43,0.12726,0.016737,0.11052,0.19,0.0479119,0.000575961,-0.0831503,-2.1182,-2.1182,0.0,1127.874786610113,-15.343885,-15.601954
GS4,31801,53.18790037528211,-27.76155187185696,0.1197736580709363,31801,0.11487,0.3274,,0.642,1.6975,0.010481,0,0.980634,0.00357412,0.1,9.30279,30.1801,,,0,0.07681,-1.0,2,0.0785,8.5,0.046783,0.0034273,0.043356,0.09,0.11487,0.0211377,-0.0142719,-0.8393,-0.8393,0.0,564.7296620508403,-16.891392,-18.237363
GS4,31970,53.17734649401711,-27.76392785898526,0.2189985944554494,31970,0.290462,0.290462,,0.687,1.6561,0.0327515,0,0.261414,0.00229358,0.0,1.25697,4.141,,,0,0.2153,-1.0,3,0.2153,8.71,0.14602,0.033517,0.1125,0.28,0.325186,0.0411325,0.152413,-0.6857,-0.6857,0.0,1098.0043126335097,-16.358264,-17.379355
GS4,32140,53.122056305,-27.76437329699999,0.07649030615323088,32140,0.00764073,0.01033,,0.379,0.9596,0.183141,0,0.34182,0.0230645,0.0,0.117281,0.435976,,,-1,0.1845,-1.0,3,0.1845,7.27,-99.0,-99.0,0.0070689,0.2,0.00764073,0.00128758,-0.094367,-1.5782,-1.5782,0.0,350.1526216697953,-13.598174,-14.752458
GS4,32293,53.17044672900143,-27.76135893099773,0.2429631690206847,32293,0.137143,0.2112,,0.468,1.08,0.012648,0,0.452706,0.00211333,0.1,3.46292,9.00703,,,0,0.15315,-1.0,2,0.1496,8.46,0.13439,0.01276,0.12163,0.15,0.137143,0.0184162,-0.0468719,-1.3735,-1.3735,0.0,1234.9030871704317,-16.399087,-17.391422
GS4,32762,53.17294776600495,-27.75903180199306,0.2968674068180665,32762,0.468769,0.468769,,0.535,0.8593,0.00460076,0,0.582084,0.00128871,0.5,9.00485,25.6523,,,0,0.13598,-1.0,2,0.1495,8.84,0.30571,0.085215,0.22049,0.15,0.397337,0.046257,0.287436,-1.1919,-1.1919,0.0,1553.5796740654941,-17.341372,-18.415522
GS5,37111,53.11090046827268,-27.73838346253039,0.1207222215172911,37111,0.00414005,8.938,,1.274,1.5212,0.237174,1,0.487908,0.0388235,0.0,0.0501166,0.381371,,,-1,0.2527,-1.0,3,0.2527,7.73,-99.0,-99.0,0.0047002,0.28,0.00414005,0.00451091,-0.220867,4.1086,7.3104,0.0,569.5594597690572,-13.804286,-15.481524
GS5,37494,53.12871072116392,-27.73636010302241,0.1792200670293284,37494,0.0265578,0.03255,,0.344,3.2557,0.358701,1,0.263646,0.0168117,0.2,0.190427,0.522598,,,-1,0.1827,-1.0,3,0.1827,7.36,0.056806,0.047953,0.0088531,0.25,0.0265578,0.00216178,-0.165181,-1.6514,-1.6514,0.0,877.566806104337,-14.648919,-15.568543
GS5,37937,53.10797413461698,-27.7337454241435,0.2779353003366648,37937,1.0756,10.47,,1.059,1.9732,0.047349,2,0.11928,0.00120463,0.6,2.57474,5.83402,,,0,0.278,0.278,1,0.2824,8.46,0.62343,0.15696,0.46647,0.28,1.0756,0.186578,-0.220867,0.2911,0.5033,0.0,1439.9992769553353,-17.764524,-18.421994
GS5,38240,53.09738479929908,-27.7324595257557,0.2999715086209908,38240,0.208539,0.5846,,0.645,0.8524,0.0435368,0,0.373458,0.00613332,0.0,0.560756,1.79073,,,0,0.29953,-1.0,2,0.2899,8.38,0.14745,0.028804,0.11865,0.3,0.208539,0.0291246,-0.26417,-0.8297,-0.8297,0.0,1572.3694570457076,-16.381711,-17.260789
GS5,38414,53.09795286709032,-27.7315287442874,0.06495669009569957,38414,0.0348912,0.06477,,0.539,3.0416,0.632502,1,0.40926,0.0515243,0.0,0.0921401,0.42785,,,-1,0.0636,-1.0,3,0.0636,6.58,-99.0,-99.0,0.00038706,0.29,0.0348912,0.0045762,-0.241874,-1.1793,-1.1793,0.0,294.93267423912715,-14.293942,-15.554941
